"","pwage","swage","single","married","penalty"
"1",0,0,0,0,0
"2",0,10000,156.69,0,-1
"3",0,20000,2397.46,1437.71,-0.400319504809256
"4",0,30000,4882.14,2842.23,-0.417831115043813
"5",0,40000,7531.03,4947.23,-0.343087200555568
"6",0,50000,10589.75,7199.27,-0.320166198446611
"7",0,60000,15343.5,9764.27,-0.363621729070942
"8",0,70000,19783.44,12329.27,-0.37678836440983
"9",0,80000,24234.44,15062.05,-0.378485741779055
"10",0,90000,28685.44,17867.05,-0.377138715668994
"11",0,1e+05,33277.94,21179.5,-0.363557359620217
"12",0,110000,37948.94,26392,-0.304539204520601
"13",0,120000,42619.94,30687,-0.279984908472419
"14",0,130000,47290.94,35115.87,-0.257450369986302
"15",0,140000,51961.94,39566.87,-0.238541324669556
"16",0,150000,56632.94,44017.87,-0.222751458779996
"17",0,160000,60907.14,48072.07,-0.210731779558193
"18",0,170000,65358.14,51903.07,-0.205866782622639
"19",0,180000,70745.14,55734.07,-0.212185176253803
"20",0,190000,76132.14,59628.07,-0.216781900521908
"21",0,2e+05,81475.68,63679.07,-0.218428493017794
"22",0,210000,86635.18,67806.07,-0.217337922077382
"23",0,220000,92088.68,72313.07,-0.214745286825699
"24",0,230000,97548.8,76820.07,-0.21249600200105
"25",0,240000,103002.3,81327.07,-0.210434427192403
"26",0,250000,108439.24,85770.74,-0.209043331546772
"27",0,260000,113866.24,89987.74,-0.209706582038715
"28",0,270000,119293.24,94204.74,-0.21030948610332
"29",0,280000,124720.24,98421.74,-0.210859921372826
"30",0,290000,130147.24,102638.74,-0.211364451524289
"31",0,3e+05,135670.8,106855.74,-0.212389548819643
"32",0,310000,141217.8,111072.74,-0.213465016449768
"33",0,320000,146764.8,115289.74,-0.214459189124368
"34",0,330000,152311.8,119506.74,-0.215380948816835
"35",0,340000,157858.8,124219.74,-0.21309588062243
"36",0,350000,163412.29,129316.74,-0.208647403448052
"37",0,360000,169079.29,134413.74,-0.205025405536065
"38",0,370000,174746.29,139510.74,-0.201638329488998
"39",0,380000,180413.29,144607.74,-0.198464037765732
"40",0,390000,186080.29,149704.74,-0.195483089584609
"41",0,4e+05,191747.29,154867.99,-0.192332835577494
"42",0,410000,197414.29,160017.99,-0.189430562498794
"43",0,420000,203081.29,165239.99,-0.186335727924517
"44",0,430000,209240.79,170733.24,-0.184034623459413
"45",0,440000,215507.79,176206.61,-0.182365472728387
"46",0,450000,221774.79,181633.61,-0.1809997430276
"47",0,460000,228041.79,187060.61,-0.179709078761397
"48",0,470000,233766.29,192487.61,-0.176580977522465
"49",0,480000,239483.29,197914.61,-0.173576536383812
"50",0,490000,245200.29,203664.11,-0.169396944840481
"51",0,5e+05,250917.29,209691.11,-0.16430187015012
"52",0,510000,256779.29,215718.11,-0.159908456791823
"53",0,520000,262716.29,221745.11,-0.15595218705319
"54",0,530000,268653.29,227699.61,-0.152440641988788
"55",0,540000,274590.29,233176.61,-0.150819899713133
"56",0,550000,280527.29,238653.61,-0.149267759297144
"57",0,560000,286464.29,244130.61,-0.147779955400375
"58",0,570000,292401.29,249607.61,-0.146352569101183
"59",0,580000,298344.45,255084.61,-0.144999647219849
"60",0,590000,304401.45,260634.74,-0.143779571352239
"61",0,6e+05,310458.45,266231.74,-0.142456132213506
"62",0,610000,316515.45,271828.74,-0.141183345078416
"63",0,620000,322572.45,277554.74,-0.139558446482333
"64",0,630000,328629.45,283371.74,-0.137716537577506
"65",0,640000,334686.45,289188.74,-0.135941296697252
"66",0,650000,340743.45,295005.74,-0.134229168601773
"67",0,660000,346800.45,300822.74,-0.13257684642566
"68",0,670000,352857.45,306639.74,-0.13098125036045
"69",0,680000,358914.45,312456.74,-0.129439508495687
"70",0,690000,364971.45,318273.74,-0.127948939567739
"71",0,7e+05,371028.45,324103.71,-0.126472080510268
"72",0,710000,377085.45,330040.71,-0.124758831187997
"73",0,720000,383142.45,335977.71,-0.123099750497498
"74",0,730000,389199.45,341914.71,-0.121492309405884
"75",0,740000,395256.45,347851.71,-0.119934133902179
"76",0,750000,401313.45,353788.71,-0.11842299329863
"77",0,760000,407370.45,359725.71,-0.11695678957568
"78",0,770000,413427.45,365662.71,-0.115533547663562
"79",0,780000,419484.45,371599.71,-0.114151406565845
"80",0,790000,425541.45,377536.71,-0.112808611241044
"81",0,8e+05,431598.45,383473.71,-0.111503505167824
"82",0,810000,437655.45,389410.71,-0.110234523527583
"83",0,820000,443712.45,395347.71,-0.109000186945397
"84",0,830000,449769.45,401284.71,-0.107799095736716
"85",0,840000,455826.45,407221.71,-0.106629924612756
"86",0,850000,461883.45,413158.71,-0.105491417802478
"87",0,860000,467940.45,419095.71,-0.104382384553419
"88",0,870000,473997.45,425032.71,-0.103301694977473
"89",0,880000,480054.45,430969.71,-0.102248276211167
"90",0,890000,486111.45,436906.71,-0.101221108862998
"91",0,9e+05,492168.45,442843.71,-0.100219223723097
"92",0,910000,498225.45,448780.71,-0.0992416987129019
"93",0,920000,504282.45,454717.71,-0.0982876560546574
"94",0,930000,510405.12,460667.35,-0.0974476314030706
"95",0,940000,516582.12,466724.35,-0.0965147032189191
"96",0,950000,522759.12,472781.35,-0.0956038222728663
"97",0,960000,528936.12,478838.35,-0.0947142161514702
"98",0,970000,535113.12,484895.35,-0.0938451481062547
"99",0,980000,541290.12,490952.35,-0.0929959150187334
"100",0,990000,547467.12,497009.35,-0.0921658455031966
"101",0,1e+06,553644.12,503066.35,-0.0913542981364998
"102",10000,0,156.69,0,-1
"103",10000,10000,313.38,1437.71,3.58775288786776
"104",10000,20000,2554.15,2842.23,0.112788990466496
"105",10000,30000,5038.83,4947.23,-0.018178823258574
"106",10000,40000,7687.72,7199.27,-0.0635363931048476
"107",10000,50000,10746.44,9764.27,-0.0913949177588113
"108",10000,60000,15500.19,12329.27,-0.204572976202227
"109",10000,70000,19940.13,15062.05,-0.244636318820389
"110",10000,80000,24391.13,17867.05,-0.267477562540153
"111",10000,90000,28842.13,21179.5,-0.265674899877367
"112",10000,1e+05,33434.63,26392,-0.210638789781732
"113",10000,110000,38105.63,30687,-0.194685929611976
"114",10000,120000,42776.63,35115.87,-0.179087506425822
"115",10000,130000,47447.63,39566.87,-0.166093859693308
"116",10000,140000,52118.63,44017.87,-0.155429258213426
"117",10000,150000,56789.63,48468.87,-0.146519003557516
"118",10000,160000,61063.83,52523.07,-0.139866104042278
"119",10000,170000,65514.83,56354.07,-0.139827272695358
"120",10000,180000,70901.83,60248.07,-0.150260719645741
"121",10000,190000,76288.83,64299.07,-0.1571627196275
"122",10000,2e+05,81632.37,68426.07,-0.161777735964299
"123",10000,210000,86791.87,72933.07,-0.159678550537049
"124",10000,220000,92245.37,77440.07,-0.160499112313171
"125",10000,230000,97705.49,81947.07,-0.161284898115756
"126",10000,240000,103158.99,86390.74,-0.162547636420248
"127",10000,250000,108595.93,90607.74,-0.165643316466833
"128",10000,260000,114022.93,94824.74,-0.168371309174392
"129",10000,270000,119449.93,99041.74,-0.170851418665545
"130",10000,280000,124876.93,103258.74,-0.173115963052583
"131",10000,290000,130303.93,107475.74,-0.175191876407718
"132",10000,3e+05,135827.49,111692.74,-0.177686784906355
"133",10000,310000,141374.49,115909.74,-0.180122665694497
"134",10000,320000,146921.49,120126.74,-0.182374613815855
"135",10000,330000,152468.49,124839.74,-0.181209573204273
"136",10000,340000,158015.49,129936.74,-0.177696186620692
"137",10000,350000,163568.98,135033.74,-0.174453860383552
"138",10000,360000,169235.98,140130.74,-0.171980213663785
"139",10000,370000,174902.98,145227.74,-0.169666863309018
"140",10000,380000,180569.98,150324.74,-0.167498717117873
"141",10000,390000,186236.98,155487.99,-0.165106790284078
"142",10000,4e+05,191903.98,160637.99,-0.162925177476778
"143",10000,410000,197570.98,165859.99,-0.160504290660501
"144",10000,420000,203237.98,171353.24,-0.156883767492671
"145",10000,430000,209397.48,176826.61,-0.155545663682295
"146",10000,440000,215664.48,182253.61,-0.154920597031092
"147",10000,450000,221931.48,187680.61,-0.154330832201002
"148",10000,460000,228198.48,193107.61,-0.153773460717179
"149",10000,470000,233922.98,198534.61,-0.15128214423397
"150",10000,480000,239639.98,204284.11,-0.147537443459977
"151",10000,490000,245356.98,210311.11,-0.142836246191162
"152",10000,5e+05,251073.98,216338.11,-0.138349143148964
"153",10000,510000,256935.98,222365.11,-0.134550521106464
"154",10000,520000,262872.98,228319.61,-0.13144511847509
"155",10000,530000,268809.98,233796.61,-0.130253236877589
"156",10000,540000,274746.98,239273.61,-0.129112865953977
"157",10000,550000,280683.98,244750.61,-0.128020737058096
"158",10000,560000,286620.98,250227.61,-0.126973852367681
"159",10000,570000,292557.98,255704.61,-0.125969457404648
"160",10000,580000,298501.14,261254.74,-0.124778082924574
"161",10000,590000,304558.14,266851.74,-0.12380690268203
"162",10000,6e+05,310615.14,272448.74,-0.122873598498773
"163",10000,610000,316672.14,278174.74,-0.121568635624214
"164",10000,620000,322729.14,283991.74,-0.120030685794286
"165",10000,630000,328786.14,289808.74,-0.118549401139598
"166",10000,640000,334843.14,295625.74,-0.117121706599693
"167",10000,650000,340900.14,301442.74,-0.115744745660709
"168",10000,660000,346957.14,307259.74,-0.114415861279004
"169",10000,670000,353014.14,313076.74,-0.113132578768658
"170",10000,680000,359071.14,318893.74,-0.11189259042094
"171",10000,690000,365128.14,324723.71,-0.110658219878643
"172",10000,7e+05,371185.14,330660.71,-0.109175787586755
"173",10000,710000,377242.14,336597.71,-0.107740959162198
"174",10000,720000,383299.14,342534.71,-0.106351477856173
"175",10000,730000,389356.14,348471.71,-0.105005227347898
"176",10000,740000,395413.14,354408.71,-0.103700220989115
"177",10000,750000,401470.14,360345.71,-0.102434592022211
"178",10000,760000,407527.14,366282.71,-0.101206584670655
"179",10000,770000,413584.14,372219.71,-0.10001454601233
"180",10000,780000,419641.14,378156.71,-0.0988569185566506
"181",10000,790000,425698.14,384093.71,-0.0977322334553775
"182",10000,8e+05,431755.14,390030.71,-0.0966391042848963
"183",10000,810000,437812.14,395967.71,-0.095576221344616
"184",10000,820000,443869.14,401904.71,-0.094542346422191
"185",10000,830000,449926.14,407841.71,-0.0935363079815722
"186",10000,840000,455983.14,413778.71,-0.0925569967345722
"187",10000,850000,462040.14,419715.71,-0.091603361560751
"188",10000,860000,468097.14,425652.71,-0.0906744057440727
"189",10000,870000,474154.14,431589.71,-0.0897691834980077
"190",10000,880000,480211.14,437526.71,-0.0888867967536113
"191",10000,890000,486268.14,443463.71,-0.0880263921876518
"192",10000,9e+05,492325.14,449400.71,-0.0871871584701118
"193",10000,910000,498382.14,455337.71,-0.0863683237124027
"194",10000,920000,504439.14,461287.35,-0.0855440955672077
"195",10000,930000,510561.81,467344.35,-0.0846468716490958
"196",10000,940000,516738.81,473401.35,-0.0838672442660152
"197",10000,950000,522915.81,479458.35,-0.0831060357498085
"198",10000,960000,529092.81,485515.35,-0.0823626009962222
"199",10000,970000,535269.81,491572.35,-0.0816363246789502
"200",10000,980000,541446.81,497629.35,-0.0809266195510506
"201",10000,990000,547623.81,503686.35,-0.0802329248613204
"202",10000,1e+06,553800.81,509743.35,-0.0795547048766504
"203",20000,0,2397.46,1437.71,-0.400319504809256
"204",20000,10000,2554.15,2842.23,0.112788990466496
"205",20000,20000,4794.92,4947.23,0.031764867818441
"206",20000,30000,7279.6,7199.27,-0.0110349469751084
"207",20000,40000,9928.49,9764.27,-0.0165402795389832
"208",20000,50000,12987.21,12329.27,-0.0506606114785237
"209",20000,60000,17740.96,15062.05,-0.151001411423057
"210",20000,70000,22180.9,17867.05,-0.194484894661623
"211",20000,80000,26631.9,21179.5,-0.204731919239709
"212",20000,90000,31082.9,26392,-0.150915776841929
"213",20000,1e+05,35675.4,30687,-0.139827444121159
"214",20000,110000,40346.4,35115.87,-0.129640562726786
"215",20000,120000,45017.4,39566.87,-0.121076072807404
"216",20000,130000,49688.4,44017.87,-0.114121807101859
"217",20000,140000,54359.4,48468.87,-0.108362675084714
"218",20000,150000,59030.4,52919.87,-0.103514968558573
"219",20000,160000,63304.6,56974.07,-0.100001105764826
"220",20000,170000,67755.6,60868.07,-0.101652557131809
"221",20000,180000,73142.6,64919.07,-0.112431469485635
"222",20000,190000,78529.6,69046.07,-0.120763762963265
"223",20000,2e+05,83873.14,73553.07,-0.123043801627076
"224",20000,210000,89032.64,78060.07,-0.1232421053672
"225",20000,220000,94486.14,82567.07,-0.126146226314251
"226",20000,230000,99946.26,87010.74,-0.129424752862188
"227",20000,240000,105399.76,91227.74,-0.134459698959467
"228",20000,250000,110836.7,95444.74,-0.138870608742411
"229",20000,260000,116263.7,99661.74,-0.142795730739689
"230",20000,270000,121690.7,103878.74,-0.146370757995475
"231",20000,280000,127117.7,108095.74,-0.149640529997003
"232",20000,290000,132544.7,112312.74,-0.152642542478122
"233",20000,3e+05,138068.26,116529.74,-0.155999068866371
"234",20000,310000,143615.26,120746.74,-0.159234610583861
"235",20000,320000,149162.26,125459.74,-0.158904269752952
"236",20000,330000,154709.26,130556.74,-0.156115542146605
"237",20000,340000,160256.26,135653.74,-0.153519868740229
"238",20000,350000,165809.75,140750.74,-0.151131100553496
"239",20000,360000,171476.75,145847.74,-0.149460553690223
"240",20000,370000,177143.75,150944.74,-0.147896891648732
"241",20000,380000,182810.75,156107.99,-0.14606777774283
"242",20000,390000,188477.75,161257.99,-0.144418956614242
"243",20000,4e+05,194144.75,166479.99,-0.142495534903725
"244",20000,410000,199811.75,171973.24,-0.139323688421727
"245",20000,420000,205478.75,177446.61,-0.13642354744712
"246",20000,430000,211638.25,182873.61,-0.135914183754591
"247",20000,440000,217905.25,188300.61,-0.135860150225844
"248",20000,450000,224172.25,193727.61,-0.135809137839318
"249",20000,460000,230439.25,199154.61,-0.135760900107078
"250",20000,470000,236163.75,204904.11,-0.132364259967925
"251",20000,480000,241880.75,210931.11,-0.127954126155141
"252",20000,490000,247597.75,216958.11,-0.12374765118019
"253",20000,5e+05,253314.75,222985.11,-0.119731046060287
"254",20000,510000,259176.75,228939.61,-0.116666097556976
"255",20000,520000,265113.75,234416.61,-0.115788562456681
"256",20000,530000,271050.75,239893.61,-0.114949469794863
"257",20000,540000,276987.75,245370.61,-0.114146347627287
"258",20000,550000,282924.75,250847.61,-0.11337693149857
"259",20000,560000,288861.75,256324.61,-0.112639143119503
"260",20000,570000,294798.75,261874.74,-0.111683004083294
"261",20000,580000,300741.91,267471.74,-0.110626982451498
"262",20000,590000,306798.91,273068.74,-0.109942274566751
"263",20000,6e+05,312855.91,278794.74,-0.108871748658991
"264",20000,610000,318912.91,284611.74,-0.107556542631028
"265",20000,620000,324969.91,290428.74,-0.106290363929387
"266",20000,630000,331026.91,296245.74,-0.105070521305957
"267",20000,640000,337083.91,302062.74,-0.103894516946834
"268",20000,650000,343140.91,307879.74,-0.102760029400167
"269",20000,660000,349197.91,313696.74,-0.101664898280749
"270",20000,670000,355254.91,319513.74,-0.100607110539303
"271",20000,680000,361311.91,325343.71,-0.0995488911505851
"272",20000,690000,367368.91,331280.71,-0.0982342245564547
"273",20000,7e+05,373425.91,337217.71,-0.0969622059701214
"274",20000,710000,379482.91,343154.71,-0.0957307932523233
"275",20000,720000,385539.91,349091.71,-0.0945380725953897
"276",20000,730000,391596.91,355028.71,-0.0933822485984377
"277",20000,740000,397653.91,360965.71,-0.0922616352496068
"278",20000,750000,403710.91,366902.71,-0.0911746477200728
"279",20000,760000,409767.91,372839.71,-0.0901197948858417
"280",20000,770000,415824.91,378776.71,-0.0890956725031216
"281",20000,780000,421881.91,384713.71,-0.0881009569715848
"282",20000,790000,427938.91,390650.71,-0.0871343996272739
"283",20000,8e+05,433995.91,396587.71,-0.0861948215134102
"284",20000,810000,440052.91,402524.71,-0.0852811085830566
"285",20000,820000,446109.91,408461.71,-0.084392207292593
"286",20000,830000,452166.91,414398.71,-0.0835271205493564
"287",20000,840000,458223.91,420335.71,-0.0826849039806762
"288",20000,850000,464280.91,426272.71,-0.0818646624949537
"289",20000,860000,470337.91,432209.71,-0.0810655471084608
"290",20000,870000,476394.91,438146.71,-0.0802867520142061
"291",20000,880000,482451.91,444083.71,-0.0795275118715978
"292",20000,890000,488508.91,450020.71,-0.0787870992977385
"293",20000,9e+05,494565.91,455957.71,-0.0780648225430661
"294",20000,910000,500622.91,461907.35,-0.0773347747908701
"295",20000,920000,506679.91,467964.35,-0.0764102922494008
"296",20000,930000,512802.58,474021.35,-0.0756260430671001
"297",20000,940000,518979.58,480078.35,-0.0749571495664628
"298",20000,950000,525156.58,486135.35,-0.0743039913924338
"299",20000,960000,531333.58,492192.35,-0.0736660197535416
"300",20000,970000,537510.58,498249.35,-0.0730427110848683
"301",20000,980000,543687.58,504306.35,-0.0724335656150173
"302",20000,990000,549864.58,510363.35,-0.07183810602967
"303",20000,1e+06,556041.58,516420.35,-0.0712558762242205
"304",30000,0,4882.14,2842.23,-0.417831115043813
"305",30000,10000,5038.83,4947.23,-0.018178823258574
"306",30000,20000,7279.6,7199.27,-0.0110349469751084
"307",30000,30000,9764.28,9764.27,-1.02414105274118e-06
"308",30000,40000,12413.17,12329.27,-0.00675895037286989
"309",30000,50000,15471.89,15062.05,-0.0264893300042852
"310",30000,60000,20225.64,17867.05,-0.116613862404354
"311",30000,70000,24665.58,21179.5,-0.141333793894164
"312",30000,80000,29116.58,26392,-0.0935748635313625
"313",30000,90000,33567.58,30687,-0.0858143482491143
"314",30000,1e+05,38160.08,35115.87,-0.079774727935581
"315",30000,110000,42831.08,39566.87,-0.0762112465994321
"316",30000,120000,47502.08,44017.87,-0.0733485775780766
"317",30000,130000,52173.08,48468.87,-0.070998491942588
"318",30000,140000,56844.08,52919.87,-0.0690346294636134
"319",30000,150000,61515.08,57370.87,-0.0673690093551045
"320",30000,160000,65789.28,61488.07,-0.0653785844745526
"321",30000,170000,70240.28,65539.07,-0.0669303994801842
"322",30000,180000,75627.28,69666.07,-0.0788235409233281
"323",30000,190000,81014.28,74173.07,-0.0844444954642565
"324",30000,2e+05,86357.82,78680.07,-0.0889062507599196
"325",30000,210000,91517.32,83187.07,-0.0910237537550269
"326",30000,220000,96970.82,87630.74,-0.0963184595118408
"327",30000,230000,102430.94,91847.74,-0.103320344419372
"328",30000,240000,107884.44,96064.74,-0.109558894683979
"329",30000,250000,113321.38,100281.74,-0.115067783325618
"330",30000,260000,118748.38,104498.74,-0.11999860545466
"331",30000,270000,124175.38,108715.74,-0.124498431170495
"332",30000,280000,129602.38,112932.74,-0.12862140340324
"333",30000,290000,135029.38,117149.74,-0.132412960794162
"334",30000,3e+05,140552.94,121366.74,-0.136505148878423
"335",30000,310000,146099.94,126079.74,-0.137030857096861
"336",30000,320000,151646.94,131176.74,-0.134985908716655
"337",30000,330000,157193.94,136273.74,-0.133085283058622
"338",30000,340000,162740.94,141370.74,-0.131314222469159
"339",30000,350000,168294.43,146467.74,-0.129693478269007
"340",30000,360000,173961.43,151564.74,-0.128745147703143
"341",30000,370000,179628.43,156727.99,-0.127487836975472
"342",30000,380000,185295.43,161877.99,-0.126378939836778
"343",30000,390000,190962.43,167099.99,-0.124958820433946
"344",30000,4e+05,196629.43,172593.24,-0.122241060252273
"345",30000,410000,202296.43,178066.61,-0.119773838816632
"346",30000,420000,207963.43,183493.61,-0.117664052761584
"347",30000,430000,214122.93,188920.61,-0.117700238830097
"348",30000,440000,220389.93,194347.61,-0.118164745548946
"349",30000,450000,226656.93,199774.61,-0.118603565309033
"350",30000,460000,232923.93,205524.11,-0.117634199285578
"351",30000,470000,238648.43,211551.11,-0.113544933021349
"352",30000,480000,244365.43,217578.11,-0.109619924553158
"353",30000,490000,250082.43,223605.11,-0.10587437110236
"354",30000,5e+05,255799.43,229559.61,-0.102579665638817
"355",30000,510000,261661.43,235036.61,-0.101752940813631
"356",30000,520000,267598.43,240513.61,-0.101214420428401
"357",30000,530000,273535.43,245990.61,-0.10069927687247
"358",30000,540000,279472.43,251467.61,-0.100206020321933
"359",30000,550000,285409.43,256944.61,-0.0997332849163394
"360",30000,560000,291346.43,262494.74,-0.0990288091053666
"361",30000,570000,297283.43,268091.74,-0.0981948102522904
"362",30000,580000,303226.59,273688.74,-0.0974118067943844
"363",30000,590000,309283.59,279414.74,-0.0965743122679094
"364",30000,6e+05,315340.59,285231.74,-0.0954804137329737
"365",30000,610000,321397.59,291048.74,-0.094427746020124
"366",30000,620000,327454.59,296865.74,-0.0934140211624457
"367",30000,630000,333511.59,302682.74,-0.0924371174027264
"368",30000,640000,339568.59,308499.74,-0.091495064369764
"369",30000,650000,345625.59,314316.74,-0.0905860298133595
"370",30000,660000,351682.59,320133.74,-0.0897083077100859
"371",30000,670000,357739.59,325963.71,-0.088824052154809
"372",30000,680000,363796.59,331900.71,-0.0876750384053903
"373",30000,690000,369853.59,337837.71,-0.0865636588791797
"374",30000,7e+05,375910.59,343774.71,-0.0854880943896792
"375",30000,710000,381967.59,349711.71,-0.0844466411404172
"376",30000,720000,388024.59,355648.71,-0.0834377017188525
"377",30000,730000,394081.59,361585.71,-0.0824597769208149
"378",30000,740000,400138.59,367522.71,-0.0815114583174794
"379",30000,750000,406195.59,373459.71,-0.0805914214873678
"380",30000,760000,412252.59,379396.71,-0.079698419844979
"381",30000,770000,418309.59,385333.71,-0.0788312790055805
"382",30000,780000,424366.59,391270.71,-0.0779888916325859
"383",30000,790000,430423.59,397207.71,-0.0771702127199859
"384",30000,8e+05,436480.59,403144.71,-0.076374255267571
"385",30000,810000,442537.59,409081.71,-0.075600086311312
"386",30000,820000,448594.59,415018.71,-0.074846823275332
"387",30000,830000,454651.59,420955.71,-0.0741136306154786
"388",30000,840000,460708.59,426892.71,-0.0733997167276608
"389",30000,850000,466765.59,432829.71,-0.0727043310969002
"390",30000,860000,472822.59,438766.71,-0.0720267616655118
"391",30000,870000,478879.59,444703.71,-0.0713663324010113
"392",30000,880000,484936.59,450640.71,-0.0707224010462894
"393",30000,890000,490993.59,456577.71,-0.0700943570363108
"394",30000,9e+05,497050.59,462527.35,-0.069456189560101
"395",30000,910000,503107.59,468584.35,-0.0686199943833088
"396",30000,920000,509164.59,474641.35,-0.0678036938900249
"397",30000,930000,515287.26,480698.35,-0.0671254903527015
"398",30000,940000,521464.26,486755.35,-0.0665604772223508
"399",30000,950000,527641.26,492812.35,-0.0660086931033408
"400",30000,960000,533818.26,498869.35,-0.0654696787629558
"401",30000,970000,539995.26,504926.35,-0.064942995981113
"402",30000,980000,546172.26,510983.35,-0.0644282263621372
"403",30000,990000,552349.26,517040.35,-0.063924970226266
"404",30000,1e+06,558526.26,523097.35,-0.0634328455747095
"405",40000,0,7531.03,4947.23,-0.343087200555568
"406",40000,10000,7687.72,7199.27,-0.0635363931048476
"407",40000,20000,9928.49,9764.27,-0.0165402795389832
"408",40000,30000,12413.17,12329.27,-0.00675895037286989
"409",40000,40000,15062.06,15062.05,-6.6391980912961e-07
"410",40000,50000,18120.78,17867.05,-0.0140021566400563
"411",40000,60000,22874.53,21179.5,-0.0741011946474965
"412",40000,70000,27314.47,26392,-0.0337722093820602
"413",40000,80000,31765.47,30687,-0.0339510166227667
"414",40000,90000,36216.47,35115.87,-0.0303894885393304
"415",40000,1e+05,40808.97,39566.87,-0.0304369358011243
"416",40000,110000,45479.97,44017.87,-0.0321482182156232
"417",40000,120000,50150.97,48468.87,-0.0335407271285082
"418",40000,130000,54821.97,52919.87,-0.0346959439801233
"419",40000,140000,59492.97,57370.87,-0.0356697606456695
"420",40000,150000,64163.97,61884.87,-0.0355199343182786
"421",40000,160000,68438.17,66159.07,-0.0333015917871561
"422",40000,170000,72889.17,70286.07,-0.0357131244600534
"423",40000,180000,78276.17,74793.07,-0.0444975782540205
"424",40000,190000,83663.17,79300.07,-0.052150785106517
"425",40000,2e+05,89006.71,83807.07,-0.0584185169859666
"426",40000,210000,94166.21,88250.74,-0.0628194550890389
"427",40000,220000,99619.71,92467.74,-0.0717927205369299
"428",40000,230000,105079.83,96684.74,-0.0798924969711124
"429",40000,240000,110533.33,100901.74,-0.0871374272357488
"430",40000,250000,115970.27,105118.74,-0.0935716541834386
"431",40000,260000,121397.27,109335.74,-0.0993558586614015
"432",40000,270000,126824.27,113552.74,-0.104645033635912
"433",40000,280000,132251.27,117769.74,-0.109500120490336
"434",40000,290000,137678.27,121986.74,-0.113972451861866
"435",40000,3e+05,143201.83,126699.74,-0.115236586012902
"436",40000,310000,148748.83,131796.74,-0.113964526645353
"437",40000,320000,154295.83,136893.74,-0.112783929416628
"438",40000,330000,159842.83,141990.74,-0.111685272339085
"439",40000,340000,165389.83,147087.74,-0.110660310854664
"440",40000,350000,170943.32,152184.74,-0.10973567144946
"441",40000,360000,176610.32,157347.99,-0.109066842753017
"442",40000,370000,182277.32,162497.99,-0.108512293246357
"443",40000,380000,187944.32,167719.99,-0.107608093716267
"444",40000,390000,193611.32,173213.24,-0.105355823202899
"445",40000,4e+05,199278.32,178686.61,-0.103331411063682
"446",40000,410000,204945.32,184113.61,-0.101645209561263
"447",40000,420000,210612.32,189540.61,-0.100049750176058
"448",40000,430000,216771.82,194967.61,-0.100585998678242
"449",40000,440000,223038.82,200394.61,-0.101525868904794
"450",40000,450000,229305.82,206144.11,-0.101007946505675
"451",40000,460000,235572.82,212171.11,-0.0993396012324342
"452",40000,470000,241297.32,218198.11,-0.0957292439054027
"453",40000,480000,247014.32,224225.11,-0.0922586593360256
"454",40000,490000,252731.32,230179.61,-0.089231955896879
"455",40000,5e+05,258448.32,235656.61,-0.08818672143042
"456",40000,510000,264310.32,241133.61,-0.0876874955166338
"457",40000,520000,270247.32,246610.61,-0.0874632540296794
"458",40000,530000,276184.32,252087.61,-0.0872486533630875
"459",40000,540000,282121.32,257564.61,-0.087043084868595
"460",40000,550000,288058.32,263114.74,-0.0865921178739085
"461",40000,560000,293995.32,268711.74,-0.0859999404072149
"462",40000,570000,299932.32,274308.74,-0.0854312066135455
"463",40000,580000,305875.48,280034.74,-0.0844812405361818
"464",40000,590000,311932.48,285851.74,-0.0836102094914901
"465",40000,6e+05,317989.48,291668.74,-0.0827723608969705
"466",40000,610000,324046.48,297485.74,-0.0819658340371417
"467",40000,620000,330103.48,303302.74,-0.0811889047640455
"468",40000,630000,336160.48,309119.74,-0.0804399731937555
"469",40000,640000,342217.48,314936.74,-0.0797175527094641
"470",40000,650000,348274.48,320753.74,-0.0790202601120816
"471",40000,660000,354331.48,326583.71,-0.0783102026385012
"472",40000,670000,360388.48,332520.71,-0.0773270277673693
"473",40000,680000,366445.48,338457.71,-0.0763763548127269
"474",40000,690000,372502.48,344394.71,-0.0754565983023792
"475",40000,7e+05,378559.48,350331.71,-0.0745662742351612
"476",40000,710000,384616.48,356268.71,-0.0737039920910305
"477",40000,720000,390673.48,362205.71,-0.0728684475844125
"478",40000,730000,396730.48,368142.71,-0.0720584160813659
"479",40000,740000,402787.48,374079.71,-0.071272746610694
"480",40000,750000,408844.48,380016.71,-0.0705103564074047
"481",40000,760000,414901.48,385953.71,-0.0697702259341182
"482",40000,770000,420958.48,391890.71,-0.0690513943322867
"483",40000,780000,427015.48,397827.71,-0.0683529552605447
"484",40000,790000,433072.48,403764.71,-0.0676740530822924
"485",40000,8e+05,439129.48,409701.71,-0.0670138793687912
"486",40000,810000,445186.48,415638.71,-0.0663716696877228
"487",40000,820000,451243.48,421575.71,-0.0657467006503895
"488",40000,830000,457300.48,427512.71,-0.0651382871935757
"489",40000,840000,463357.48,433449.71,-0.0645457800745982
"490",40000,850000,469414.48,439386.71,-0.063968563560289
"491",40000,860000,475471.48,445323.71,-0.0634060532926182
"492",40000,870000,481528.48,451260.71,-0.0628576943154017
"493",40000,880000,487585.48,457197.71,-0.0623229592480892
"494",40000,890000,493642.48,463147.35,-0.0617757410180746
"495",40000,9e+05,499699.48,469204.35,-0.0610269396317964
